Name;Birthday;Club;Club2;Club3;Year;League
Julian Draxler;1993-09-20;Wolfsburg;Schalke;;2015.0;GER-Bundesliga
Younès Belhanda;1990-02-25;Schalke;;;2015.0;GER-Bundesliga
Mats Julian Hummels;1988-12-16;Borussia Dortmund;;;2015.0;GER-Bundesliga
David Olatukunbo Alaba;1992-06-24;Bayern;;;2015.0;GER-Bundesliga
Niklas Süle;1995-09-03;Hoffenheim;;;2015.0;GER-Bundesliga
Kevin De Bruyne;1991-06-28;Wolfsburg;;;2015.0;GER-Bundesliga
Mohameth Djibril Ibrahima Sow;1997-02-06;Borussia M.Gladbach;;;2015.0;GER-Bundesliga
Julian Brandt;1996-05-02;Leverkusen;;;2015.0;GER-Bundesliga
Kevin Kampl;1990-10-09;Leverkusen;Borussia Dortmund;;2015.0;GER-Bundesliga
Timo Werner;1996-03-06;Stuttgart;;;2015.0;GER-Bundesliga
Antonio Rüdiger;1993-03-03;Stuttgart;;;2015.0;GER-Bundesliga
Adnan Januzaj;1995-02-05;Borussia Dortmund;;;2015.0;GER-Bundesliga
Thorgan Ganael Francis Hazard;1993-03-29;Borussia M.Gladbach;;;2015.0;GER-Bundesliga
Bård Finne;1995-02-13;FC Koln;;;2015.0;GER-Bundesliga
Miloš Jojić;1992-03-19;FC Koln;;;2015.0;GER-Bundesliga
Przemysław Tytoń;1987-01-04;Stuttgart;;;2015.0;GER-Bundesliga
Kerem Demirbay;1993-07-03;Hamburg;;;2015.0;GER-Bundesliga
Lukas Rupp;1991-01-08;Stuttgart;;;2015.0;GER-Bundesliga
Tin Jedvaj;1995-11-28;Leverkusen;;;2015.0;GER-Bundesliga
André Ramalho Silva;1992-02-16;Leverkusen;;;2015.0;GER-Bundesliga
Izet Hajrović;1991-08-04;Werder Bremen;;;2015.0;GER-Bundesliga
Mijat Gaćinović;1995-02-08;Eintracht Frankfurt;;;2015.0;GER-Bundesliga
Filip Kostić;1992-11-01;Stuttgart;;;2015.0;GER-Bundesliga
Adelino André Vieira Freitas;1986-01-24;Wolfsburg;;;2015.0;GER-Bundesliga
Steven Zuber;1991-08-17;Hoffenheim;;;2015.0;GER-Bundesliga
Filip Mladenović;1995-08-15;FC Koln;;;2015.0;GER-Bundesliga
Ivan Lučić;1995-03-23;Bayern;;;2015.0;GER-Bundesliga
László Kleinheisler;1994-04-08;Werder Bremen;;;2015.0;GER-Bundesliga
Maximilian Meyer;1995-09-18;Schalke;;;2015.0;GER-Bundesliga
Jon Gorenc Stankovič;1996-01-14;Borussia Dortmund;;;2015.0;GER-Bundesliga
Abdul Rahman Baba;1994-07-02;Augsburg;;;2015.0;GER-Bundesliga
Sonny Kittel;1993-01-06;Eintracht Frankfurt;;;2015.0;GER-Bundesliga
Vladimír Darida;1990-08-08;Hertha Berlin;;;2015.0;GER-Bundesliga
Kaan Ayhan;1994-11-10;Eintracht Frankfurt;Schalke;;2015.0;GER-Bundesliga
Patrick Pflücke;1996-11-30;Mainz;;;2015.0;GER-Bundesliga
Franco Matías Di Santo;1989-04-07;Schalke;;;2015.0;GER-Bundesliga
Márcio Rafael Ferreira de Souza;1985-09-07;Bayern;;;2015.0;GER-Bundesliga
Odysseas Vlachodimos;1994-04-26;Stuttgart;;;2015.0;GER-Bundesliga
Wendell Nascimento Borges;1993-07-20;Leverkusen;;;2015.0;GER-Bundesliga
Charles Mariano Aránguiz Sandoval;1989-04-17;Leverkusen;;;2015.0;GER-Bundesliga
Marcelo Alfonso Díaz Rojas;1986-12-30;Hamburg;;;2015.0;GER-Bundesliga
Bruno Henrique Pinto;1990-12-30;Wolfsburg;;;2015.0;GER-Bundesliga
Todor Lyubchev Nedelev;1993-02-07;Mainz;;;2015.0;GER-Bundesliga
Vladlen Yurchenko;1994-01-22;Leverkusen;;;2015.0;GER-Bundesliga
Jannik Vestergaard;1992-08-03;Werder Bremen;;;2015.0;GER-Bundesliga
Elias Kachunga;1992-04-22;Ingolstadt;;;2015.0;GER-Bundesliga
Mario Vrančić;1989-05-23;Darmstadt;;;2015.0;GER-Bundesliga
Mohamed Gouaida;1993-05-15;Hamburg;;;2015.0;GER-Bundesliga
Aron Jóhannsson;1990-11-10;Werder Bremen;;;2015.0;GER-Bundesliga
Emiliano Adrián Insúa Zapata;1989-01-07;Stuttgart;;;2015.0;GER-Bundesliga
Pablo Ezequiel De Blasis;1988-02-04;Mainz;;;2015.0;GER-Bundesliga
Carlos Antonio Ascues Ávila;1992-06-19;Wolfsburg;;;2015.0;GER-Bundesliga
Yannik Oettl;1996-11-19;Augsburg;;;2015.0;GER-Bundesliga
Matija Nastasić;1993-03-28;Schalke;;;2021.0;GER-Bundesliga2
Klaas-Jan Huntelaar;1983-08-12;Schalke;;;2021.0;GER-Bundesliga2
Gianluca Gaudino;1996-11-11;Sandhausen;;;2021.0;GER-Bundesliga2
Dominik Kaiser;1988-09-16;Hannover;;;2021.0;GER-Bundesliga2
Lasse Sobiech;1991-01-18;Darmstadt;;;2021.0;GER-Bundesliga2
Patrick Weihrauch;1994-03-03;Dynamo Dresden;;;2021.0;GER-Bundesliga2
Immanuel Höhn;1991-12-23;Sandhausen;;;2021.0;GER-Bundesliga2
Dario Đumić;1992-01-30;Sandhausen;;;2021.0;GER-Bundesliga2
Max Kulke;2000-11-10;Dynamo Dresden;;;2021.0;GER-Bundesliga2
Hans Nunoo Sarpei;1998-08-22;Ingolstadt;;;2021.0;GER-Bundesliga2
Erik Zenga;1993-01-18;Sandhausen;;;2021.0;GER-Bundesliga2
Jonatan Kotzke;1990-03-18;Ingolstadt;;;2021.0;GER-Bundesliga2
Dominik Franke;1998-10-05;Ingolstadt;;;2021.0;GER-Bundesliga2
Daniel Gordon;1985-01-16;Karlsruher SC;;;2021.0;GER-Bundesliga2
Alexander Esswein;1990-03-25;Sandhausen;;;2021.0;GER-Bundesliga2
Simon Makienok Christoffersen;1990-11-21;St. Pauli;;;2021.0;GER-Bundesliga2
Simon Fabio Stehle;2001-09-17;Hannover;;;2021.0;GER-Bundesliga2
Frank Feller;2004-01-07;FC Heidenheim;;;2021.0;GER-Bundesliga2
Benjamin Causevic;2004-02-09;Ingolstadt;;;2021.0;GER-Bundesliga2
David Savic;2005-06-08;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Babacar Gueye;1994-12-31;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Christoph Moritz;1990-01-27;Jahn Regensburg;;;2021.0;GER-Bundesliga2
Fabian Kalig;1993-03-28;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Jan Hochscheidt;1987-10-04;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Patrick Wiegers;1990-04-19;Dynamo Dresden;;;2021.0;GER-Bundesliga2
Justin Leonard Löwe;1998-12-30;Dynamo Dresden;;;2021.0;GER-Bundesliga2
Rick Wulle;1994-06-04;Sandhausen;;;2021.0;GER-Bundesliga2
Tim Kister;1986-12-30;Sandhausen;;;2021.0;GER-Bundesliga2
Patric Klandt;1983-09-29;Nuernberg;;;2021.0;GER-Bundesliga2
Maximilian Beister;1990-09-06;Ingolstadt;;;2021.0;GER-Bundesliga2
Ricardo van Rhijn;1991-06-13;Karlsruher SC;;;2021.0;GER-Bundesliga2
Michael Heinloth;1992-02-09;Ingolstadt;;;2021.0;GER-Bundesliga2
Konstantin Rausch;1990-03-15;Nuernberg;;;2021.0;GER-Bundesliga2
Marc Martin Lamti;2001-01-28;Hannover;;;2021.0;GER-Bundesliga2
Adrian Oeynhausen;2002-01-18;Paderborn;;;2021.0;GER-Bundesliga2
Gianni Mollo;2001-02-24;FC Heidenheim;;;2021.0;GER-Bundesliga2
Paul Frederic Löhr;2001-01-14;Karlsruher SC;;;2021.0;GER-Bundesliga2
Antonis Makatounakis;2003-10-18;Darmstadt;;;2021.0;GER-Bundesliga2
Paul Nowack;2003-06-18;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Mario Götzendörfer;1996-06-22;Ingolstadt;;;2021.0;GER-Bundesliga2
Salif Sané;1990-08-25;Schalke;;;2021.0;GER-Bundesliga2
Aaron Hunt;1986-09-04;Hamburg;;;2021.0;GER-Bundesliga2
Christopher Avevor;1992-02-11;St. Pauli;;;2021.0;GER-Bundesliga2
Mathias Wittek;1989-03-30;Darmstadt;;;2021.0;GER-Bundesliga2
Philipp Riese;1989-11-12;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Philipp Zulechner;1990-04-12;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Sören Gonther;1986-12-15;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Georgios Pintidis;2000-04-28;Ingolstadt;;;2021.0;GER-Bundesliga2
Felix Wiedwald;1990-03-15;Sandhausen;;;2021.0;GER-Bundesliga2
Oliver Sorg;1990-05-29;Nuernberg;;;2021.0;GER-Bundesliga2
Edgar Prib;1989-12-15;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Hendrik Weydandt;1995-07-16;Hannover;;;2021.0;GER-Bundesliga2
Raphael Wolf;1988-06-06;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Sebastian Kerk;1994-04-17;Hannover;;;2021.0;GER-Bundesliga2
Steve Kroll;1997-05-07;Darmstadt;;;2021.0;GER-Bundesliga2
Sascha Härtel;1999-03-09;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Marlon Dinger;2001-06-16;Karlsruher SC;;;2021.0;GER-Bundesliga2
David Trivunic;2001-10-30;Karlsruher SC;;;2021.0;GER-Bundesliga2
Lazar Mirković;2001-07-27;Karlsruher SC;;;2021.0;GER-Bundesliga2
Philipp Sonn;2004-09-11;Darmstadt;;;2021.0;GER-Bundesliga2
Thorsten Kirschbaum;1987-04-20;Jahn Regensburg;;;2021.0;GER-Bundesliga2
Simon Augustin Falette;1992-02-19;Hannover;;;2021.0;GER-Bundesliga2
Sebastian Nachreiner;1988-11-23;Jahn Regensburg;;;2021.0;GER-Bundesliga2
Robert Jendrusch;1996-05-28;Ingolstadt;;;2021.0;GER-Bundesliga2
Haris Duljević;1993-11-16;Hansa Rostock;;;2021.0;GER-Bundesliga2
Aleksandar Ignjovski;1991-01-27;Holstein Kiel;;;2021.0;GER-Bundesliga2
Fin Bartels;1987-02-07;Holstein Kiel;;;2021.0;GER-Bundesliga2
Kyoung-Rok Choi;1995-03-15;Karlsruher SC;;;2021.0;GER-Bundesliga2
Marvin Pourié;1991-01-08;Karlsruher SC;;;2021.0;GER-Bundesliga2
Mike Frantz;1986-10-14;Hannover;;;2021.0;GER-Bundesliga2
Maurice Jerome Litka;1996-01-02;Hansa Rostock;;;2021.0;GER-Bundesliga2
Mark Diemers;1993-10-11;Hannover;;;2021.0;GER-Bundesliga2
Mikkel Kirkeskov Andersen;1991-09-05;Holstein Kiel;;;2021.0;GER-Bundesliga2
Ridge Munsy;1989-07-09;Hansa Rostock;;;2021.0;GER-Bundesliga2
Marc Rzatkowski;1990-03-02;Schalke;;;2021.0;GER-Bundesliga2
Marlon Sündermann;1998-05-16;Hannover;;;2021.0;GER-Bundesliga2
Fabian Cavadias;2001-09-04;Ingolstadt;;;2021.0;GER-Bundesliga2
Pascal Steinwender;1996-08-02;Paderborn;;;2021.0;GER-Bundesliga2
Tim Walbrecht;2001-09-18;Hannover;;;2021.0;GER-Bundesliga2
Björn Karl Zempelin;2000-02-07;Jahn Regensburg;;;2021.0;GER-Bundesliga2
Andreas Aalen Vindheim;1995-08-04;Schalke;;;2021.0;GER-Bundesliga2
Marco Stiepermann;1991-02-09;Paderborn;;;2021.0;GER-Bundesliga2
Uwe Hünemeier;1986-01-09;Paderborn;;;2021.0;GER-Bundesliga2
Johannes van den Bergh;1986-11-21;Holstein Kiel;;;2021.0;GER-Bundesliga2
Daniel Keita-Ruel;1989-09-21;Sandhausen;;;2021.0;GER-Bundesliga2
Julius Kade;1999-05-20;Dynamo Dresden;;;2021.0;GER-Bundesliga2
Daniel Ginczek;1991-04-13;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Jan Dominic Löhmannsröben;1991-04-21;Hansa Rostock;;;2021.0;GER-Bundesliga2
Nikola Stevanović;1998-09-13;Ingolstadt;;;2021.0;GER-Bundesliga2
Rodrigo Zalazar Martínez;1999-08-12;Schalke;;;2021.0;GER-Bundesliga2
Kebba Badjie;1999-08-22;Werder Bremen;;;2021.0;GER-Bundesliga2
Tim Latteier;2000-05-20;Nuernberg;;;2021.0;GER-Bundesliga2
Ebrima-Dominique Ndure;1999-10-25;Holstein Kiel;;;2021.0;GER-Bundesliga2
Tim Seifert;2002-06-25;FC Heidenheim;;;2021.0;GER-Bundesliga2
Takashi Uchino;2001-03-07;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Jannis Rabold;2001-03-27;Karlsruher SC;;;2021.0;GER-Bundesliga2
Ramën Çepele;2003-03-21;Hannover;;;2021.0;GER-Bundesliga2
John Peter Sesay;2003-05-08;Darmstadt;;;2021.0;GER-Bundesliga2
Nico Theisinger;2003-03-31;Karlsruher SC;;;2021.0;GER-Bundesliga2
Till Streller;2003-04-22;Darmstadt;;;2021.0;GER-Bundesliga2
Leonárdo Páblo Koútris;1995-07-23;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Antonio Mance;1995-08-07;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Heinz Robert Mörschel;1997-08-24;Dynamo Dresden;;;2021.0;GER-Bundesliga2
Florian Hartherz;1993-05-29;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Nik Omladič;1989-08-21;Hansa Rostock;;;2021.0;GER-Bundesliga2
Yuya Osako;1990-05-18;Werder Bremen;;;2021.0;GER-Bundesliga2
Brandon Joel Gaetano Borrello;1995-07-25;Dynamo Dresden;;;2021.0;GER-Bundesliga2
Antonis Aidonis;2001-05-22;Dynamo Dresden;;;2021.0;GER-Bundesliga2
Dong-Gyeong Lee;1997-09-20;Schalke;;;2021.0;GER-Bundesliga2
Ognjen Gnjatić;1991-10-16;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Martin Hansen;1990-06-15;Hannover;;;2021.0;GER-Bundesliga2
Anton Mitryushkin;1996-02-08;Dynamo Dresden;;;2021.0;GER-Bundesliga2
Michael Akoto;1997-10-03;Dynamo Dresden;;;2021.0;GER-Bundesliga2
Luka Štor;1998-07-05;Dynamo Dresden;;;2021.0;GER-Bundesliga2
Thomas Glyn Doyle;2001-10-17;Hamburg;;;2021.0;GER-Bundesliga2
Marcel Mansfeld;2001-06-23;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Silman El Baset;2001-01-01;Ingolstadt;;;2021.0;GER-Bundesliga2
Lawrence Ennali;2002-03-07;Hannover;;;2021.0;GER-Bundesliga2
Alou Mawien Kuol;2001-07-05;Sandhausen;;;2021.0;GER-Bundesliga2
Jeroen Krupa;2003-04-26;Ingolstadt;;;2021.0;GER-Bundesliga2
Hamza Mendyl;1997-10-21;Schalke;;;2021.0;GER-Bundesliga2
Omar Mascarell González;1993-02-02;Schalke;;;2021.0;GER-Bundesliga2
Guido Burgstaller;1989-04-29;St. Pauli;;;2021.0;GER-Bundesliga2
Bo Niklas Hult;1990-02-13;Hannover;;;2021.0;GER-Bundesliga2
Dries Wouters;1997-01-28;Schalke;;;2021.0;GER-Bundesliga2
Guðlaugur Victor Pálsson;1991-04-30;Schalke;;;2021.0;GER-Bundesliga2
Michael Sollbauer;1990-05-15;Dynamo Dresden;;;2021.0;GER-Bundesliga2
Kangni Frederic Ananou;1997-09-20;Paderborn;;;2021.0;GER-Bundesliga2
Fatih Kaya;1999-11-13;Ingolstadt;;;2021.0;GER-Bundesliga2
Kevin Möhwald;1993-07-03;Werder Bremen;;;2021.0;GER-Bundesliga2
Lion Lauberbach;1998-02-15;Holstein Kiel;;;2021.0;GER-Bundesliga2
Nicolas-Gerrit Kühn;2000-01-01;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Dragoș Ionuț Nedelcu;1997-02-16;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Marko Johansson;1998-08-25;Hamburg;;;2021.0;GER-Bundesliga2
Carl-Robert Sebastian Ohlsson;1993-05-26;St. Pauli;;;2021.0;GER-Bundesliga2
Maurice John Deville;1992-07-31;Sandhausen;;;2021.0;GER-Bundesliga2
Darko Churlinov;2000-07-11;Schalke;;;2021.0;GER-Bundesliga2
Fabrice Daniel Hartmann;2001-03-02;Paderborn;;;2021.0;GER-Bundesliga2
Simon Straudi;1999-01-27;Werder Bremen;;;2021.0;GER-Bundesliga2
Amadou Ba Zeund Georges Mvom Onana;2001-08-16;Hamburg;;;2021.0;GER-Bundesliga2
Marc Stendera;1995-12-10;Ingolstadt;;;2021.0;GER-Bundesliga2
Scott Fitzgerald Kennedy;1997-03-31;Jahn Regensburg;;;2021.0;GER-Bundesliga2
Reinhold Ranftl;1992-01-24;Schalke;;;2021.0;GER-Bundesliga2
Marcel Ritzmaier;1993-04-22;Sandhausen;;;2021.0;GER-Bundesliga2
Christian Gebauer;1993-12-20;Ingolstadt;;;2021.0;GER-Bundesliga2
Philipp Ochs;1997-04-17;Hannover;;;2021.0;GER-Bundesliga2
Philipp Ziereis;1993-03-14;St. Pauli;;;2021.0;GER-Bundesliga2
Stefan Thesker;1991-04-11;Holstein Kiel;;;2021.0;GER-Bundesliga2
Nils Seufert;1997-02-03;Sandhausen;;;2021.0;GER-Bundesliga2
Rico Benatelli;1992-03-17;St. Pauli;;;2021.0;GER-Bundesliga2
Konstantin Kerschbaumer;1992-07-01;FC Heidenheim;;;2021.0;GER-Bundesliga2
Luca Bastian Plogmann;2000-03-10;Werder Bremen;;;2021.0;GER-Bundesliga2
Niklas Uwe Schmidt;1998-03-01;Werder Bremen;;;2021.0;GER-Bundesliga2
Nils Röseler;1992-02-10;Ingolstadt;Sandhausen;;2021.0;GER-Bundesliga2
Dejan Stojanovic;1993-07-19;Ingolstadt;;;2021.0;GER-Bundesliga2
Dirk Delfin Carlson;1998-04-01;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Enrique Manuel Peña Zauner;2000-03-04;Sandhausen;;;2021.0;GER-Bundesliga2
Pius Krätschmer;1997-06-16;Nuernberg;;;2021.0;GER-Bundesliga2
Phil Thierri Sieben;1999-06-20;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
André Leipold;2001-11-12;Darmstadt;;;2021.0;GER-Bundesliga2
Jasper van der Werff;1998-12-09;Paderborn;;;2021.0;GER-Bundesliga2
Sarpreet Singh;1999-02-20;Jahn Regensburg;;;2021.0;GER-Bundesliga2
Kai Pröger;1992-05-15;Paderborn;;;2021.0;GER-Bundesliga2
Timon Moritz Weiner;1999-01-18;Holstein Kiel;;;2021.0;GER-Bundesliga2
Lukas Hinterseer;1991-03-28;Hannover;;;2021.0;GER-Bundesliga2
John-Patrick Strauß;1996-01-28;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Markus Kolke;1990-08-18;Hansa Rostock;;;2021.0;GER-Bundesliga2
Oliver Hüsing;1993-02-17;FC Heidenheim;;;2021.0;GER-Bundesliga2
Lukas Scherff;1996-07-14;Hansa Rostock;;;2021.0;GER-Bundesliga2
Simon Rhein;1998-05-18;Hansa Rostock;;;2021.0;GER-Bundesliga2
Damian Roßbach;1993-02-27;Hansa Rostock;;;2021.0;GER-Bundesliga2
Chima Sean Okoroji;1997-04-19;Sandhausen;;;2021.0;GER-Bundesliga2
Janik Jay Bachmann;1996-05-06;Sandhausen;;;2021.0;GER-Bundesliga2
Svante Ulf Ingel Ingelsson;1998-06-14;Hansa Rostock;;;2021.0;GER-Bundesliga2
Thomas Meißner;1991-03-26;Hansa Rostock;;;2021.0;GER-Bundesliga2
Nico Neidhart;1994-09-27;Hansa Rostock;;;2021.0;GER-Bundesliga2
Nils Gustav Georg Fröling;2000-04-20;Hansa Rostock;;;2021.0;GER-Bundesliga2
Kemal Ademi;1996-01-23;Paderborn;;;2021.0;GER-Bundesliga2
Kevin Schumacher;1997-12-24;Hansa Rostock;;;2021.0;GER-Bundesliga2
Christian Kinsombi;1999-08-24;Sandhausen;;;2021.0;GER-Bundesliga2
Steven Skrzybski;1992-11-18;Holstein Kiel;;;2021.0;GER-Bundesliga2
Benedikt Oscar Pichler;1997-07-20;Holstein Kiel;;;2021.0;GER-Bundesliga2
Sebastian Schonlau;1994-08-05;Hamburg;;;2021.0;GER-Bundesliga2
Joshua Mees;1996-04-15;Holstein Kiel;;;2021.0;GER-Bundesliga2
Tom Mickel;1989-04-19;Hamburg;;;2021.0;GER-Bundesliga2
Stephan Kofi Ambrosius;1998-12-18;Hamburg;;;2021.0;GER-Bundesliga2
Jonas Benjamin Chimezie David;2000-03-08;Hamburg;;;2021.0;GER-Bundesliga2
Lewis Harry Holtby;1990-09-18;Holstein Kiel;;;2021.0;GER-Bundesliga2
Jann-Fiete Arp;2000-01-06;Holstein Kiel;;;2021.0;GER-Bundesliga2
Philipp Sander;1998-02-21;Holstein Kiel;;;2021.0;GER-Bundesliga2
Daniel Heuer Fernandes;1992-11-13;Hamburg;;;2021.0;GER-Bundesliga2
Patrick Erras;1995-01-21;Holstein Kiel;;;2021.0;GER-Bundesliga2
Moritz Heyer;1995-04-04;Hamburg;;;2021.0;GER-Bundesliga2
Marco Komenda;1996-11-26;Holstein Kiel;;;2021.0;GER-Bundesliga2
Finn-Dominik Porath;1997-02-23;Holstein Kiel;;;2021.0;GER-Bundesliga2
Thomas Dähne;1994-01-04;Holstein Kiel;;;2021.0;GER-Bundesliga2
Miro Max Maria Muheim;1998-03-24;Hamburg;;;2021.0;GER-Bundesliga2
Hólmbert Aron Briem Friðjónsson;1993-04-19;Holstein Kiel;;;2021.0;GER-Bundesliga2
Timo Becker;1997-03-25;Hansa Rostock;Schalke;;2021.0;GER-Bundesliga2
Jonas Sterner;2002-05-13;Holstein Kiel;;;2021.0;GER-Bundesliga2
Markus Kuster;1994-02-22;Karlsruher SC;;;2021.0;GER-Bundesliga2
Mario Vušković;2001-11-16;Hamburg;;;2021.0;GER-Bundesliga2
Philip Michael Heise;1991-06-20;Karlsruher SC;;;2021.0;GER-Bundesliga2
Bakery Jatta;1998-06-06;Hamburg;;;2021.0;GER-Bundesliga2
Robert-Nesta Glatzel;1994-01-08;Hamburg;;;2021.0;GER-Bundesliga2
Jonas Meffert;1994-09-04;Hamburg;;;2021.0;GER-Bundesliga2
Marcel Franke;1993-04-05;Hannover;;;2021.0;GER-Bundesliga2
Sebastian Alexander Jung;1990-06-22;Karlsruher SC;;;2021.0;GER-Bundesliga2
Robin Bormuth;1995-09-19;Karlsruher SC;;;2021.0;GER-Bundesliga2
Christoph Kobald;1997-08-18;Karlsruher SC;;;2021.0;GER-Bundesliga2
Marco Thiede;1992-05-20;Karlsruher SC;;;2021.0;GER-Bundesliga2
Kai Eisele;1995-06-25;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Patrick Drewes;1993-02-04;Sandhausen;;;2021.0;GER-Bundesliga2
Ludovit Reis;2000-06-01;Hamburg;;;2021.0;GER-Bundesliga2
Daniel Michael O'Shaughnessy;1994-09-14;Karlsruher SC;;;2021.0;GER-Bundesliga2
Ransford-Yeboah Königsdörffer;2001-09-13;Dynamo Dresden;;;2021.0;GER-Bundesliga2
Anssi Tapio Suhonen;2001-01-14;Hamburg;;;2021.0;GER-Bundesliga2
Marcel Beifus;2002-10-27;St. Pauli;;;2021.0;GER-Bundesliga2
Elijah Akwasi Krahn;2003-08-24;Hamburg;;;2021.0;GER-Bundesliga2
Max Weiß;2004-06-15;Karlsruher SC;;;2021.0;GER-Bundesliga2
Leon Jensen;1997-05-19;Karlsruher SC;;;2021.0;GER-Bundesliga2
Jackson Alexander Irvine;1993-03-07;St. Pauli;;;2021.0;GER-Bundesliga2
Eric Anders Smith;1997-01-08;St. Pauli;;;2021.0;GER-Bundesliga2
Nikola Vasilj;1995-12-02;St. Pauli;;;2021.0;GER-Bundesliga2
Marcel Hartel;1996-01-19;St. Pauli;;;2021.0;GER-Bundesliga2
Hauke Finn Wahl;1994-04-15;Holstein Kiel;;;2021.0;GER-Bundesliga2
Malcolm Cacutalua;1994-11-15;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Dženis Burnić;1998-05-22;FC Heidenheim;;;2021.0;GER-Bundesliga2
Fabian Schleusener;1991-10-24;Karlsruher SC;;;2021.0;GER-Bundesliga2
Antonio Jonjić;1999-08-02;Erzgebirge Aue;;;2021.0;GER-Bundesliga2
Marvin Wanitzek;1993-05-07;Karlsruher SC;;;2021.0;GER-Bundesliga2
Jérôme Gondorf;1988-06-26;Karlsruher SC;;;2021.0;GER-Bundesliga2
Adam Dźwigała;1995-09-25;St. Pauli;;;2021.0;GER-Bundesliga2
Ahmet Metin Arslan;1994-03-30;Holstein Kiel;;;2021.0;GER-Bundesliga2
Lars Ritzka;1998-05-07;St. Pauli;;;2021.0;GER-Bundesliga2
Xavier Casmier Amaechi;2001-01-05;Hamburg;;;2021.0;GER-Bundesliga2
John Warwick Iredale;1999-08-01;Paderborn;;;2021.0;GER-Bundesliga2
Tim Rossmann;2003-11-11;Karlsruher SC;;;2021.0;GER-Bundesliga2
Stefano Marino;2004-03-12;Karlsruher SC;;;2021.0;GER-Bundesliga2
Efe-Kaan Sihlaroğlu;2005-07-08;Karlsruher SC;;;2021.0;GER-Bundesliga2
Ralf Sebastian Fährmann;1988-09-27;Schalke;;;2021.0;GER-Bundesliga2
Andreas Albers Nielsen;1990-03-23;Jahn Regensburg;;;2021.0;GER-Bundesliga2
Dennis Srbeny;1994-05-05;Paderborn;;;2021.0;GER-Bundesliga2
Jordy de Wijs;1995-01-08;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Emmanuel Edosa  Iyoha;1997-10-11;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Johannes Eggestein;1998-05-08;Werder Bremen;;;2021.0;GER-Bundesliga2
Felix Klaus;1992-09-13;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
André Hoffmann;1993-02-28;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Marcel Sobottka;1994-04-25;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Matthias Jürgen Zimmermann;1992-06-16;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Etienne Amenyido;1998-03-01;St. Pauli;;;2021.0;GER-Bundesliga2
Ao Tanaka;1998-09-10;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Nicolas Gavory;1995-02-16;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Afeez Aremu Olalekan;1999-10-03;St. Pauli;;;2021.0;GER-Bundesliga2
Florian Kastenmeier;1997-06-28;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Shinta Karl Appelkamp;2000-11-01;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Carlo Gregor Boukhalfa;1999-05-03;Jahn Regensburg;;;2021.0;GER-Bundesliga2
Tim Christopher Oberdorf;1996-08-16;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Kerim Çalhanoğlu;2002-08-26;Schalke;;;2021.0;GER-Bundesliga2
Jamil Siebert;2002-04-02;Fortuna Duesseldorf;;;2021.0;GER-Bundesliga2
Michael Langer;1985-01-06;Schalke;;;2021.0;GER-Bundesliga2
Marcin Kamiński;1992-01-15;Schalke;;;2021.0;GER-Bundesliga2
Michael Zetterer;1995-07-12;Werder Bremen;;;2021.0;GER-Bundesliga2
Anthony Jung;1991-11-03;Werder Bremen;;;2021.0;GER-Bundesliga2
Dominick Drexler;1990-05-26;Schalke;;;2021.0;GER-Bundesliga2
Simon Terodde;1988-03-02;Schalke;;;2021.0;GER-Bundesliga2
